Character,Line
Kramer," Nah, we need a *medical* dictionary! If a patient gets 
              difficult, "
Carol," You want some funny material, you oughta come down to where 
              I work,"
Jerry, You must have quite a time down there. 
Carol, We got plenty of time...
Jerry," Oh, I'm sorry. I'm just waiting for someone..."
Mac," Watch what you say to this guy-- he'll put it in his next 
              act!"
Jerry," Yeah, yeah..."
Mac," Jerry, did I tell you that I'm writing a book? An autobiography."
Jerry," Yeah, Uncle Mac, you mentioned it..."
Mac, It's based on all my experiences!
Jerry," That's perfect.  Could you excuse me one 
              second. "
Jerry," How do you do, Jerry Seinfeld."
Elaine," Oh, how do you do. Elaine Benes."
Jerry," Um, do you want to do this now, or do you want to wait until 
              we get"
Elaine," Oh no, let's do it now."
Jerry," Alright, the whole elevator business, let me just explain--"
Elaine, Okay...
Artie," Jerry, were you goin' with us?"
Jerry," No, I'm gonna take my car."
Artie," That's why I brought the wagon. Why the Hell did I bring 
              the wagon?"
Jerry," Anyway, you know why I didn't ask you, I mean I felt so 
            "
Elaine," Well, Jerry, I never saw you flirt with anyone before. 
              It was "
Carol," Jerry, we'll see you there. Bye, Elaine."
Elaine," Oh, bye. Good to see you."
Artie," Oh, we didn't meet."
Jerry," Oh, I'm sorry. Elaine, this is my cousin Artie Levine."
Artie, Le*vine*.
Jerry," Yeah, ""Le*vine*"". And I'm Jerry Cougar Mellencamp... 
              Anyway, I "
Elaine," Yeah, obviously."
Jerry," I mean, if we're gonna be friends, we gotta be able to talk 
              about"
Elaine, Couldn't agree more.
Jerry, Good.
Elaine, Good.
Jerry, Good.
Elaine, Great!
Jerry," Great? Where do you get ""great""?"
Elaine, It's great to... talk about... other people...
Jerry, ...Guys.
Elaine, Yeah.
Jerry," Uh-huh... Yeah... So, anybody specific?"
Elaine, No. A general guy.
Jerry, Oh *really*... Elaine Marie Benes...
Elaine," What? No, it's not a big deal."
Jerry," No, that's great! That's terrific!"
Elaine," No, we just met..."
Jerry," Doesn't matter. What's the young man's name? I would like 
              to "
Elaine, I don't think so...
Jerry," Well, what does he do? Is he an artisan, a craftsman, a 
              labourer "
Elaine, Wall street.
Jerry," Ahh, high finance bulls... bears... people from Conneticut."
Elaine, And he happens to be pretty good lookin'
Jerry,"  Alright, sir."
Elaine, And... he's *hilarious*.
Jerry, Now that's not fair! So where did you meet this guy?
Elaine," I ""staked"" out his health club."
Jerry," When you're on a stakeout, do you find it's better to stand 
              up "
Jerry," Y'know I think that even if you've had a relationship with 
              someone,"
JERRY," So I move into the centre lane, now I get ahead of this"
[Scene, Jerry's apartment. Jerry is packing. Elaine is sitting
JERRY," Is that it? Got the cue tips, got the mini-umbrella,"
ELAINE,  That is the single greatest packing
JERRY,  I am...the master packer.
ELAINE,"  Yeah, right, you're the master packer."
JERRY," What you must understand, Elaine, [picks up the"
battle, you've gotta know the strengths and weaknesses [hits
ELAINE, 'Scuse me...master packer!
JERRY, ...Yes.
ELAINE, Just gimme your keys.
JERRY," Alright, sir. [tosses Elaine his keys; apartment buzzer"
GEORGE,  Yeah
ELAINE,"  OK, so, now, is there anything"
JERRY," uh, yeah, the uuhh, hot water takes a little while to"
ELAINE," OK, this is quite a place."
JERRY," There's more, the refrigerator.  Deduct a"
ELAINE, I'll eat out.
JERRY," One more thing, Benes, regarding sexual activity"
GEORGE,  Ready?
JERRY," Yeah, one sec."
GEORGE,"  Hey, Elaine"
ELAINE, Hi.
GEORGE, Coming to the airport with us?
ELAINE," No, I'm staying here for the weekend. I'm getting a"
GEORGE," Oh, the actress-waitress."
ELAINE," No, the waitress-actress. She just got some part in"
GEORGE, You just kick her out.
ELAINE, She's on the lease!...George you have got to find an
GEORGE," Yeah, well...a little ruff finding something good in"
JERRY, I'm not looking.
GEORGE," No no no, this one's different, this one's a beauty!"
JERRY," Yeah, what's it like?"
GEORGE," I haven't seen it yet, but it's a ""two-bedroom"", 
              it's"
JERRY, How much?
GEORGE," Uh, twice what you pay in here, but it's a great"
JERRY, Two bedrooms? Why do I need two bedrooms? I got enough
ELAINE, You oughtta least take a look at it.
JERRY, Really? Why?
ELAINE, 'Cause then I could move in here.
JERRY, Ooohhhh
ELAINE, It's time you got out a here anyway.
GEORGE," Yeah, tell'm, but quickly, I'm double parked here."
ELAINE," Listen, Jerry, this place is falling apart. You have"
GEORGE," Let's not forget the radiator, the steam has been on"
ELAINE," Jerry, come on, you're doin' OK now, you should at"
JERRY," Like this? You just said, you wanted to live here."
ELAINE," Well, for me it's a step up. It's like moving from"
GEORGE," Jerry, what do ya...you wanna...you wanna see the"
JERRY," I can't think about it now. Come on, I'm going to"
[Scene, Jerry's apartment. Jerry enters his apartment with his
JERRY," Elaine! [puts his bags down, sits down on the couch,"
JERRY,  ELAINE!
ELAINE,  JERRY! 
JERRY," Great, I had fun, where's the TV, where's the VCR."
ELAINE, They were stolen.
JERRY, Stolen? When?
ELAINE," A couple a hours ago, the police are coming right"
JERRY, Stolen?
ELAINE,  Someone left the door
JERRY,  You left the door open?!
KRAMER," Uh, Jer, well ya know, I was cookin' and I, I uh, I"
JERRY," Wait, you left the lock open or the door open?"
KRAMER,  The door.
JERRY, The door? You left the door open?
KRAMER," Yeah, well, I was gonna bring the spatula right back."
JERRY," Yeah, and?"
KRAMER," Well, I got caught up... watching a soap opera...[with"
JERRY, So the door was wide open?
KRAMER, Wide open!
JERRY,  And where were you?
ELAINE, I was at Bloomingdale's...waiting for the shower to
KRAMER," Look, Jerry, I'm sorry, I'm uh, you have insurance,"
JERRY, No.
KRAMER,  How can you not have insurance?
JERRY," Because...I spent my money on the Clapgo D. 29, it's"
Kramer," Jerry! I'm gonna find your stuff. I'm gonna solve it,"
JERRY," Yeah, don't investigate, don't pay me back, it was an"
KRAMER,  I made a mistake.
ELAINE,  These things happen
KRAMER,  I'm human
JERRY, In your way.
[Scene, Jerry's apartment. A policeman is filling out a
POLICEMAN," Let's see, that's uh, one TV, a stereo, one leather"
ELAINE, Answering machine.
JERRY,"  Answering machine. Oh, I hate the idea"
POLICEMAN, What do ya mean?
JERRY, It's a joke.
POLICEMAN," I see...Well, mister Seinfeld uh, we'll look into"
JERRY, You ever find anything?
POLICEMAN, No. 
JERRY," Well, thanks anyway."
POLICEMAN, You bet.
ELAINE, 
JERRY, The crook has the machine. The messages aren't for him.
GEORGE,"  I walked in, your lobby"
JERRY, Again.
GEORGE, I don't know how you put up with this.
ELAINE," Yeah, tell'm George."
JERRY,  You would still wanna move in here?
ELAINE, Yes! You don't understand. I'm living with Ethel
JERRY,"  Is that uh, other apartment still"
,
JERRY," I got ripped off for about the...18th time? And now,"
say," ""Call the police. You really should call the police."" 
              So"
[Scene," The apartment on 83rd street. George, Elaine and Jerry"
ELAINE,"  Oh, well, come on...this is an"
GEORGE," I didn't know there was a fireplace. A fireplace, this"
JERRY, How do you get all that wood in here?
ELAINE, They deliver it.
JERRY, They deliver wood?
ELAINE, Yeah.
JERRY," Whatta ya tip a ""wood guy""?"
GEORGE, [looking intensively at the form with the apartment
ELAINE, Look! Look at...look at this! There's a garden.
GEORGE, A garden! I can't believe there's a garden!
JERRY, Would I have to get a gardener?
ELAINE," Yeah, you can get a gardener."
JERRY, You tip him?
ELAINE, You can.
GEORGE,  You don't tip a gardener!
ELAINE, You can tip a gardener.
GEORGE, You don't need a gardener.
ELAINE," Jerry, you can barbecue back here ."
JERRY, They deliver the coal?
ELAINE," Sure, it's...probably the same guy, who delivers the"
JERRY," Oh, than I gotta tip him."
ELAINE," Oh damn, this place is incredible, look at all this"
JERRY, I don't have any plants.
GEORGE, I have plants.
ELAINE," Jerry, look at this closet! Look at this! I'm walking"
JERRY, ...I like
GEORGE, It's your decision.
JERRY," [walks around with Elaine walking next to him, copying"
ELAINE,  Your movin'? That means I'm
GEORGE, Congratulations. [obviously not so thrilled by the
,
ELAINE, What about the couch?
JERRY, You like the couch? I'll tell ya what I'm gonna do.
ELAINE, What?
JERRY," You're movin' in, you're a good friend, I wanna start"
ELAINE, A $150 dollars? A $150 dollars for what? For this
JERRY, Yeah!
ELAINE, For this couch?!
JERRY,"  OK, you tell me, what is it worth?"
ELAINE," OK, uuhh...I'll tell you what...I could go as high as"
JERRY," [has a ""you-can't-be-serious-look"" on his face; 
              the"
GEORGE,"  Yeah, it's George."
JERRY, Come on up. 
ELAINE," OK ok ok ok, you win $40 dollars."
JERRY," You wanna get the other end, 'cause I wanna get it in"
