"Character","Line"
"jerry"," You can't tell someone how you feel about their girlfriend until after<br/>
              they stop seeing them."
"jerry"," Sure."
"jerry"," No, I can't trust him, he gets insane. I won't enjoy myself. That's<br/>
              right, Farfel, I'm talking about you!"
"jerry"," Go ahead."
"elaine"," Oh! I tell you what. How about if I come back here first and I clean<br/>
              everything up and I open up the windows and if you're still not satisfied we can<br/>
              switch apartments for the night."
"george"," So how long did you live there?"
"elaine"," Yeah. An uncomfortable silence ensues. They both speak at the same<br/>
              time, then stop. Another silence."
"george"," And then you came here."
"kramer"," Please! Please!! I take it all back, everything! I take it all back,<br/>
              every word! I love you! I love *you*! I can't live without you, I'll do<br/>
              anything!<br/>
"
"jerry"," Oh, one-on-one's a whole different game. Can't pass off."
"jerry"," I'm in the book and I have a machine."
"elaine"," What is it?"
"kramer"," Do you think that I forgot what you two said about her?"
"jerry"," I said, ""How come no one's killed her?"" Probably shouldn't have said<br/>
              anything, everyone knows the first break-up never takes.  <br/>
              Yeah?"
"jerry"," I can't let you do that, what about Prognosis Negative?"
"george"," All I know about is sports. That's it. No matter how depressed I get,<br/>
              I could always read the sports section."
"jerry"," I could read the sports section if my hair was on fire."
"george"," So, what? We're gonna do nothing now, this is crazy."
"jerry"," It is kind of silly."
"george"," Right."
"jerry"," Am I supposed to ruin the whole night because she wants to see it? I<br/>
              mean, if I could have seen it with her, fine. But I can't control all these<br/>
              circumstances and schedules and peoples' availabilities at movies."
"george"," Ridiculous!"
"jerry"," Two for Prognosis Negative. I'm in trouble."
"jerry"," Listen, it's really been a pleasure taking care of your dog for a week,<br/>
              but if you don't mind..."
"jerry"," No, it's supposed to be really bad, *really* bad. I mean it's long,<br/>
              there's no story, it's so unbelievably boring, I heard."
"jerry"," Hello."
"kramer"," Hey, what are you gonna see?"
"jerry"," It's not."
"kramer"," Oh, memory burn."
"jerry"," Oh, computers, they're cracking down now on overdue books. 
              The whole thing is "
"jerry"," This woman's completely ignoring me."
"kramer"," What did this guy do? What happened?"
"george"," Let's see if it's Hayman?"
"elaine"," Um, uh, I was wondering if you got a chance to look at 
              that , um, biography of "
"george"," He gave me a wedgie."
"jerry"," He got fired the next day."
"elaine"," Boys are sick."
"jerry"," No, I don't drink coffee."
"jerry"," I don't."
"jerry"," Look, Mr. Bookman. I--I returned that book. I remember it 
              very"
"jerry"," Certainly not."
"jerry"," Purple? Ya' sure it wasn't orange? "
"jerry"," Tropic of Capricorn? "
"kramer"," HELLO!"
"jerry"," Wait 'til I tell him about the book."
"kramer"," It's marion's poetry. I can't take it &lt;leaves sobbing&gt;"
"elaine"," Remember that biography I recommended? MY BOSS HATED IT"
"george"," Well I guess that's because I wear boxer shorts."
"elaine"," No, ... he didn't! No, ... he didn't!"
"kramer"," Why be uncomfortable if you don't have to? It's organic.<br/>
<br/>
              JERRY Organic. So's Buddy Hackett.<br/>
<br/>
              KRAMER Buddy Hackett?<br/>
<br/>
              JERRY He's a comedian.<br/>
<br/>
              KRAMER I know.<br/>
<br/>
              JERRY All right. All right.<br/>
<br/>
              KRAMER  You can go over here.<br/>
<br/>
              JERRY I can manage.<br/>
<br/>
              KRAMER  George! "
"george"," She thinks I'm a nice guy. Women always think I'm nice, but women 
        don't like nice. "
"jerry"," This is amazing, I haven't seen one guy going in to that restaurant 
        since it opened. Poor guy. "
"george"," Monica wants me to wear it. "
"jerry"," So why didn't you say no? "
"george"," No, she's taking this course in education for her masters. It's 
        part of her research project, I have to be a guinea pig. "
"jerry"," I've never been a guinea pig. I've been a sheep, a tody. "
"george"," I'm not going to break a hundred in this thing. "
"jerry"," What thing? "
"george"," What did I get or what do I say I got? "
"jerry"," What do you say? "
"george"," You are my friend. "
"jerry"," Of course. "
"jerry"," I don't know, I'm obsessed with it. It's like a spider in the 
        toilet struggling for a survival. And even if you know it's not going 
        to make it, you kind of root it for awhile. "
"elaine"," You have to do that? Jerry, don't do that, that is so annoying. 
      "
"jerry"," The buzzer. "
"jerry"," What's that? "
"george"," Hi. "
"jerry"," You know, I could probably shoot him from here. I'd be doing us 
        both a favor. "
"elaine"," Casus belli. "
"george"," What's that? "
"elaine"," What IQ test? "
"george"," What's casus belli. "
"jerry"," Oh, it's nothing... "
"george"," You should take the test for me. "
"jerry"," Well, that would be something, cheating on a IQ test. Hey, remember 
        in college when you passed Lettick the test out the window? You became 
        a legend after that. "
"elaine"," Are you serious? "
"george"," Why not? "
"elaine"," Hey, what do you think? "
"jerry"," Eh, people, people are talking. "
"jerry"," Well, what do you recommend my good fellow? "
"elaine"," Um, ok, I'll have the rigatoni. "
"jerry"," Oh wow, so you got the test. You're cheating. "
"kramer"," What? "
"jerry"," Fine, it's a sculpture of limitations. "
"kramer"," Oh, I really think you're wrong. "
"elaine"," Look, Kramer, I have to take this test ok, I don't have a long 
        of time. "
"kramer"," George? "
"elaine"," Yeah, can I...can I explain it to you later? "
"kramer"," You're positive it's statute? "
"elaine"," Yes, yes! "
"george"," Monica, I'm really focused here, this stuff's a killer. "
"elaine"," Oh my God! It's all over the test! "
"jerry"," Babu, you're Pakistani? "
"jerry"," Doesn't matter. You would have the only authentic Pakistani restaurant 
        in the whole neighborhood. "
"elaine"," It was an accident. "
"george"," What did you go on a picnic? "
"george"," Piece of cake. "
"george"," From my pocket. "
"george"," Where did I get the coffee? Where do think I got the coffee, 
        from the grocery store. "
"george"," Of course. "
"elaine"," You're very special. "
"jerry"," Of course, I always do. "
"kramer"," Oh, he'll have to kill me.  "
"george"," Coming up. "
"jerry"," How did you do on the IQ test?! "
"elaine"," 85? "
"elaine"," There were too many distractions there. Babu...what ever he's 
        name was and Kramer...I couldn't concentrate. "
"jerry"," Take it here, I'll leave, there'll be no distractions. "
"elaine"," Why did you come in here for? "
"kramer"," How come? "
"elaine"," What's the difference?!! "
"elaine"," Oh. "
"george"," That's a good score. "
"jerry"," So, what are you up for? How about Mexican? "
"kramer","  You , you know what you should've done is 
              watching that report on CNN last night."
"kramer"," Give me it.."
"george"," What??"
"jerry"," The Chinese , the Chinese bald cure."
"elaine"," Huh! Sexy?"
"george"," This woman drove us out of our minds"
"elaine"," Shhhhhh!!!"
"george"," how did ya?..."
"elaine"," Oh! That was nothing. So listen, what about this bald thing?"
"george"," Ah! Some bald thing, a bald thing I dunno. It's nothing"
"jerry"," Remember Peter?"
"jerry"," She went on in some detail about certain activities, illegal 
              in some states, for consenting adults."
"george"," Oh! my god. Oh! man..."
"jerry"," I don't get it. Why would a woman do that and then leave 
              no way to get in touch with her."
"kramer"," That's my Chinese food...So George is this your first movie 
              with Elaine?"
"george"," Huh. Excuse me  Hum... Do you speak chinese?"
"george"," They send me? Aw right ..ask 'em Does it really work?"
"jerry","  ...S'cuse me  Kind 
              of an expensive call."
"george"," From China. All the way from China."
"elaine"," Hello.. so did you ever find out who that woman was?"
"jerry"," okay , bye  What happened , did you take it 
              off?"
"jerry"," Hello is this Alicia? .This is Jerry Seinfeld. "
"george"," It's George."
"jerry"," Come on up .  ...What's he doing here 
              now?"
"kramer"," Let me have her number."
"jerry"," Sheriff?........What's with the hat?"
"george"," Aahh..No..No.."
"jerry"," What's up?"
"george"," All right.........I've become attracted to Elaine.."
"kramer","  Now.. This is the tape that we made earlier 
              and I think ,that I see. a couple of buds"
"jerry"," Does she know?"
"george"," Because I promised her."
"jerry"," I thought you just said she doesn't know??"
"george"," All right You really want to know?...It all started when 
              she told met hat...she was the voice"
"jerry"," What, Elaine?"
"george"," You heard it fifty times already."
"jerry"," She's my ex-girlfriend I think I have precedence"
"jerry"," Oooh! I got a pain in my side."
"jerry"," Not a good sign."
"george"," Oh, man, it's spinach! I've been walking around like this all"
"jerry"," Did you bump into anybody you knew?"
"george"," Ok, thanks."
"jerry"," What do you need a job, you got Audrey."
"george"," You won't think I'm a bad person?"
"jerry"," Too late for that."
"george"," Now, I'm aware that my own physical dimensions are perhaps a 
        little"
"jerry"," A little."
"george"," Why don't you just commit yourself already?"
"kramer"," Oh, I got stamped at the reggae lounge last night. Yeah, I'm 
        going"
