"X","X.1"
"SpongeBob"," You'll have to catch us first!  We did it! We got her!"
"Patrick","  SpongeBob! "
"SpongeBob"," It's a party!"
"Squidward"," Ow, ow, ow, ow, ow, ow, ow."
"SpongeBob"," Don't cry anymore, Sandy, I'll go get your bags."
"Sandy","  I'm not crying, I'm laughing! I appreciate what y'all are trying to do, SpongeBob, but home isn't about barbecues and pecan pies, home is where you're surrounded by critters that care about ya. "
"Sandy"," What did you just say?!"
"SpongeBob"," I'll have one... "
"SpongeBob"," Aww, barnacles.  Plankton, what are you doing here? And why are you crying?"
"SpongeBob","  Yeah? "
"SpongeBob"," Anything I want.  Sounds great! "
"SpongeBob"," But I'm a spo..."
"SpongeBob"," That's my ice cream cone!"
"Plankton"," You see how wonderful life can be, when you're maniacal?"
"Plankton"," SpongeBob, this is your next lesson. Be aggressive! Tell that guy to take a hike!"
"SpongeBob","  Hey, go check in that ditch! "
"SpongeBob"," Okay, never mind!  It's alright, Plankton, he's wearing sandals. What's the matter?"
"SpongeBob"," Airline food. My gosh, what is up with that stuff? Thank you, good night!  See, I can be a stand-up guy. See? "
"SpongeBob"," What?"
"Plankton"," Haven't you figured it out, SpongeBob? Nice guys finish last. Only aggressive people conquer the world! "
"SpongeBob"," That's right! We're leaving home. We're going to become peasants! "
"Mr. Krabs"," Oh, hold on Squidward, there's someone here to see you. He says he's from the Barnacle Bay Art Museum and he wants to honor you as artist of the month."
"Squidward"," I have arrived.  What's so funny? Where's the art dealer?"
"SpongeBob"," Yeah, but he told us to tell you..."
"SpongeBob"," Wait, Squidward!  It was just a joke! No more jokes on you today, I promise!"
"Squidward"," Wait, don't go!"
"Squidward","  Where's SpongeBob?"
"Patrick"," He's in the house. He's impressed."
"Squidward"," SpongeBob, I just wanted to say that I'm sorr-yyyy. "
"Squidward"," SpongeBob, I'm...  SpongeBob, all I am trying to say is that I am...  ...sorry.  There you go."
"Squidward"," Mother?  All right, all right! I'm sorry, I'm sorry! I admit it, I'm sorry! I didn't mean to hurt you, in fact SpongeBob, I like you! I like living next door, I like hearing your foghorn alarm in the morning and your high-pitched giggling at night! I also like Gary, Patrick, Sandy, Mr. Krabs, and all the other people I'm forced to be in contact with! And, and, and... "
"Squidward"," Really? "
"SpongeBob"," But, but..."
"SpongeBob"," Perfect!"
"Mr. Krabs"," I lost me bet!"
"Mr. Krabs"," The hooks. So there I was, minding my own business..."
"Squidward"," I'd love to hear another of your riveting sea tales, but, um... I have to do my waste basket inspection.  Uh-huh. Mm-hmm. Oh, yeah. There's one."
"SpongeBob"," Warn him about what, Mr. Krabs?"
"Mr. Krabs"," Aye.  The hooks. They dangle down and draw you close with their pleasing shapes and their beguiling colors. And just when you think you found the land of milk and honey, they grab you by the britches...  ...and haul you way up high. Then higher, and higher, and higher   until you're hauled up to the surface, flopping and gasping for breath. And then, they cook ya, and then, they eat ya, or worse..."
"SpongeBob","  Don't let 'em get me, Mr. Krabs."
"Patrick"," Guess what? The carnival's in town. Come on, let's go."
"SpongeBob"," I can't leave now. I'm working."
"Patrick","  Hmmm. I sense no danger here. How can they be dangerous? They're covered with free cheese!"
"SpongeBob"," All I know is Mr. Krabs said-- Patrick, don't do that!"
"Patrick"," Lighten up, will ya? Or do I have to eat all this cheese by mysel... "
"SpongeBob","  Patrick! Help! Oh, Patrick, help! Oh, Patrick, come back. Oh, my best friend.  Patrick, you're alive."
"Patrick"," Did he say you shouldn't climb on top of them and ride them like a horsey? "
"SpongeBob"," Well, no."
"Patrick"," Ready."
"Mr. Krabs"," I thought you said SpongeBob was taking a break. No one's taking a break at the Krusty Krab since the Chum Famine of '59.  Now, what were you saying?"
"Squidward"," He took a break."
"SpongeBob"," Gift shop?"
"Mr. Krabs"," I want you boys to promise me you'll never go on those hooks again."
"Mr. Krabs"," Whoa. Whew. Alright then. Let's get out of this death trap. "
"SpongeBob"," I'm ready!  I'm ready. I'm ready. I'm ready. I'm ready. I'm ready, ready, ready. I'm ready. "
"Patrick"," Well, I had my fingers crossed."
"SpongeBob"," You don't have any fingers, Patrick."
"Patrick"," See ya later, SpongeBob. I'm gonna go have some fun.  Come on SpongeBob. You know you want to!"
"SpongeBob"," Ooh, I know I want to, but I promised Mr. Krabs I wouldn't go near another...  ...hook!  Oh no! Mr. Krabs told me all about you. You are a liar! A deceiver! I'll never fall for your tricks again! Never!  Is this seat taken?  Whew! Glad I got that out of my system.  I'm...hooked! And that means...  Help! I'm hooked! Help! Mr. Krabs! Help! It happened! I'm hooked! Oh, no! The hook! The hook! Gift shop, tuna can, mayonnaise!"
"Mr. Krabs"," Just don't forget to leave a tip for ol Mr. Krabs."
"SpongeBob"," Um, you know those hooks we were talking about yesterday?"
"Mr. Krabs"," Well, you weren't playing on those hooks, were you, laddie?"
"SpongeBob"," What am I gonna do?"
"Mr. Krabs"," Uhh...lad?"
"SpongeBob","  Oh, Mr. Krabs! I'll listen! I promise.  Please save me, Mr. Krabs!  I promise I'll be good!  Whew. "
"SpongeBob"," The pants! The underwear! "
"SpongeBob"," Excuse me, I'm..."
"SpongeBob"," Don't worry. There's no danger."
"SpongeBob"," Help... Can't...  open mayonnaise."
"SpongeBob"," Oh..."
"SpongeBob"," Aye, aye, sir. "
"SpongeBob"," Holy Krabby Patties! Mermaid Man and Barnacle Boy's arch nemesis The Dirty Bubble! I can't believe it!"
"SpongeBob"," I am?"
"Squidward","  Those patties aren't going to cook themselves, SpongeBob."
"Squidward"," Then bring that patty here now!"
"Squidward","  SpongeBob!"
"Mr. Krabs"," Wait! Wait, don't go! That's me money walking out the door! What's the meaning of this, Mr. Squidward?"
"Squidward"," It's SpongeBob's fault. "
"SpongeBob"," I'm sorry Mr. Krabs, it's just that I... I..."
"Mr. Krabs"," Yes, yes, yes?"
"SpongeBob"," I forgot how to tie my shoes."
"Mr. Krabs"," I don't wear shoes. "
"SpongeBob"," Could you show me how to tie my shoes?"
"SpongeBob","  I did."
"SpongeBob"," Ooh... "
"SpongeBob"," I'm not in the mood, Gary."
"SpongeBob"," Ah... This is the best day of my life."
"SpongeBob"," You forgot to teach me how to use... The cash register. "
"SpongeBob"," Do you want four quarters?  Or ten dimes?  Or twenty nickels?  Or one hundred pennies?  Or one quarter, three dimes, seven nickels, and ten pennies?  Or, if you give me a five dollar bill, your options are..."
"Squidward"," Oh, what am I doing?  I am wasting valuable relaxing time, that's what I'm doing! I mean, really. What are the odds? SpongeBob setting the Krusty Krab on fire. "
"Squidward"," I don't like your tone."
"Squidward"," SpongeBob!"
"Squidward"," Okay,  maybe you haven't messed up yet, but you will. You will...  And when you do, I'll be there. I'll be there! "
"Squidward","  The truth will be revealed!"
"Patrick","  Whoa-ho, right on, Squidward! "
"Squidward"," Yes, SpongeBob. I am finished with those errands.  I guess I want to take my place back at the cash register. I really do. "
"SpongeBob","  Then you might wanna put these on.  Hmm... Hey, Squidward, you know what? Look!  We forgot to switch the ""Closed"" sign to ""Open"". . It's almost like we could've taken the whole day off! "
"Patrick"," You look at it!"
"SpongeBob"," Hi."
"Patrick"," That looks great!  Oh, I gotta go to the restroom!  I'm out of soap, can I borrow-"
"Patrick","  Oh... Oh! I caught the ugly!"
"SpongeBob"," Patrick, is everything okay in here?  What are you doing in there, Patrick?"
"Patrick"," That may be fine for you, but I was one of the beautiful people. Now look at me!  I'm almost as ugly as you! I always thought if I was as ugly as that guy, I don't know what I'd do."
"SpongeBob"," Patrick...?"
"Patrick"," Ahhhhhhhh, what a relief..."
"SpongeBob","  Arrgh, barnacles, Patrick! What did you eat?!"
"Patrick"," Well, I had some of your sundae."
"SpongeBob"," Sundae...  Patrick! My sundae gave us rancid breath!"
"Mr. Krabs","  Sit down, boy! There's no new spatulas!"
"Squidward","  How disappointing."
"Squidward"," No! It means some bratty teenager's coming in here to tell us what to do. We can't have that! We have seniority, right?"
"SpongeBob","  I'm ready! "
"Squidward"," Don't bother! Only a fool would wear that!"
"SpongeBob"," Well, I have been trying to get Mr. Krabs to make a few changes around here. "
"SpongeBob"," I got it! How about The Khaotic Krab?"
"SpongeBob"," You're right, too scary. "
"Squidward"," That's it! I quit! "
"SpongeBob"," Pearl, you're a genius. All these young, hip new customers. Phooey on Squidward. He can't keep up with the times. You're a true visionary, Pearl."
"SpongeBob"," But that just leaves the lettuce and the tomato."
"SpongeBob"," Uh... right on."
"SpongeBob","  How am I going to break it to her? I've never fired anyone before. I just got to say it. Pearl, you're fired! Okay, here it goes. "
"SpongeBob"," I don't get it. The water's fine.  Hey Squidward! Want to play?"
"SpongeBob"," Hi Squidward!"
"SpongeBob"," Wait! You haven't taken Bubble Buddy's order yet!"
"Mr. Krabs"," One of everything?! Whoopee!  I love Bubble Buddy! Squidward, show our best customer to his table. "
"SpongeBob"," Sounds great! "
"SpongeBob"," Oh no, Squidward, wait! There's cheese on these patties!"
"SpongeBob"," Bubble Buddy, you dig him out while I get some cotton candy."
"Squidward"," Enough sea-horsing around, SpongeBob! Give us that bubble!"
"SpongeBob"," No! You can't! He's not just a bubble, he's a Bubble Buddy! He's my friend and I love him! Haven't you ever had a very special friend?"
"SpongeBob"," So, what do you say?"
"Squidward"," Oh, well, that's too bad. I thought they were pies and I wanted to buy one. "
"Mr. Krabs"," Not yet. I got to make sure you did it right.  Wait a second... this would go great with some milk!  So, you tried to kill me over a little new aged management, eh?"
"Squidward"," But, Mr. Krabs, I had no idea. I can explain! "
"Mr. Krabs"," That's where you left it."
"Squidward"," It's not there."
"Squidward"," No, no! What we got... we got to call the hospital!"
"Mr. Krabs"," Don't tell him. That'll only make him feel worse. The way I see it, he's only got till sunset. Why ruin his last day on earth? The lad deserves to enjoy his final hours. "
"Squidward","  You're right, Mr. Krabs!  I'm gonna make SpongeBob's final hours the best he's ever had. And this time, there's going to be love... so much, he's going to drown in it.  Drown in it! "
"Squidward"," Please, don't do that."
"Squidward"," Everything's in red."
"Squidward"," Hey, Frank.  Glad that's over."
"Squidward"," Who's there?"
"Squidward"," Are you sure you should be poking it like that?"
"Mr. Krabs"," The way I see it, the lad's got until sunset before that bomb hits his lower intestine."
"SpongeBob"," Ah, underwater sunsets sure are beautiful. Eh, Squidward?"
"SpongeBob"," You know, if I were to die right now in some sort of fiery explosion due to the carelessness of a friend, well, that would just be okay.  Wow, it feels like something just dropped into my lower intestine.  Hey, smells like cherry. Or maybe grape. Blueberry?  Here it is, the sunset! I always love to count it down. Five... You do the rest, buddy."
"SpongeBob"," Well, since we finished everything on the list, I thought I'd make up a new one.  I already filled up this book of ideas. We should be able to finish by January."
"SpongeBob"," Oh, good one."
"SpongeBob"," Pie...pie...  Oh, you mean this pie! I was saving it in my pocket for us to share. Let's eat!  Oops! "
"Mr. Krabs"," SpongeBob, I'm not paying you to stand around.  Get back to the kitchen!"
"SpongeBob","  I don't know, Mr. Krabs... I don't know. "
"SpongeBob"," Scrub-a-dub-dub, I love to rub.  Hey Mr. Krabs, just doing a little scrubbin'."
"SpongeBob"," But sir, we haven't done the secret handshake yet."
"SpongeBob"," It's your rule. Never speak the formula. You told me to keep it in...this bottle. "
"SpongeBob","  Quiet!  Until I know who the real Mr. Krabs is, nobody moves,  nobody gets hurt."
"SpongeBob"," Mr. Krabs! "
"SpongeBob"," This whole sack?"
"Sandy"," No, just a cup's worth.  This here's my cricket.  He's saying hello to you. Ain't he cute?"
"SpongeBob"," Here I come, Wormy! "
"Patrick"," He left his ""Best Friend"" ribbon behind! "
"SpongeBob"," We're in serious danger. There's a-a-a...a monster out there."
"Squidward"," Um, Wormy? "
"Squidward"," I should have known.  Well, that's it. I'm getting off the Looney Express."
"SpongeBob"," We tried to warn them. I can't watch. "
"SpongeBob"," Squidward?"
"Patrick"," Gotcha."
"SpongeBob"," Run, everybody, run!"
"Sandy"," Shoot! Looks like a twister hit this place. Where is everybody?  Oh, hey there Wormy.  You weren't supposed to change till I got back. That oughta hold ya, little guy.  Howdy, SpongeBob."
"SpongeBob"," Ah! Mr. Krabs, a customer!"
"Mr. Krabs"," Hold on, me bucko! Food's on the way!  Uhh... You got money, right?"
"SpongeBob","  Here you go, sir."
"SpongeBob","  I have an idea! "
"Mr. Krabs","  Don't that look appetizing?"
"Squidward"," Mmm, mmm! Good, sir!"
"Patrick"," Yeah."
"SpongeBob"," What's the matter?"
"Patrick","  Forget my dumb idea, that's great!"
"SpongeBob"," Are you ready for the big rush, Patrick?  Pretty soon those hungry customers will be lining up, because we are open!  I'm ready!  I'm ready.  I'm ready...  Patrick, how long have we been standing here?"
"Patrick"," Then I'm going in for you! "
"Patrick"," Come again, sir!"
"Mr. Krabs"," I've never had a line."
"SpongeBob","  Here you are, sir. Stay pretty.  All right.  Mr. Krabs is that you? Isn't this great, Mr. Krabs?  The Pretty Patties are a big hit!"
"Mr. Krabs","  I bet you miss Squidward... and the grill. And the crow's nest."
"SpongeBob"," Oh, I can't leave, Mr. Krabs. What about the stand?"
"Mr. Krabs"," No! I've got a better idea! I'll take this old roadside stand off your hands. For keeps. An in exchange, I'll give you the Krusty Krab. With Squidward, the grill, and all those squeaky pickles!"
"SpongeBob","  Thank you. What should I do now, Mr. Krabs?"
"Mr. Krabs"," Don't worry, boy! I'll fix it!  Get this to the Krusty Krab on the double! Good luck, lad!"
"Squidward"," Yeah, your grandma! "
"SpongeBob"," I am? I mean, of course I am."
"Patrick"," Keep 'em coming, Granny! "
"SpongeBob"," So much for no more baby stuff."
"Patrick"," Oh, Grandma, I'm full. "
"Patrick"," Oh boy! Storytime, storytime, storytime!"
"SpongeBob"," Storytime? "
"Patrick","  Sorta....  this finger hurts a little bit too. "
"SpongeBob"," Yep, that is it. Here I go."
"SpongeBob"," So, uh... that's it. "
"SpongeBob"," Thanks, Grandma.  Uh, Grandma, could you not mention this to the guys down at the Krusty Krab?"
"Patrick"," Sure did."
"SpongeBob"," We haven't improved Squidward's day yet. Let's do his house!  My turn. "
"SpongeBob"," No problem, Squidward! We're on your side!  Any second now… "
"Patrick"," I hate this channel."
"Squidward"," I'm here about the happiness. I'll be moving in now."
"Squidward","  No, no starfish. Just a regular, normal, peace-loving-  Heaven at last. "
"Squidward"," 304 New Life street, Squidward speaking.  There is no way I am moving back there, SpongeBob! I am finally among my own kind.  Now, goodbye."
