"Character","Line"
"jerry"," Wait, you left the lock open or the door open?"
"kramer","  The door."
"jerry"," The door? You left the door open?"
"kramer"," Yeah, well, I was gonna bring the spatula right back."
"jerry"," Yeah, and?"
"kramer"," Well, I got caught up... watching a soap opera...[with"
"jerry"," So the door was wide open?"
"kramer"," Wide open!"
"jerry","  And where were you?"
"elaine"," I was at Bloomingdale's...waiting for the shower to"
"kramer"," Look, Jerry, I'm sorry, I'm uh, you have insurance,"
"jerry"," No."
"kramer","  How can you not have insurance?"
"jerry"," Because...I spent my money on the Clapgo D. 29, it's"
"kramer"," Jerry! I'm gonna find your stuff. I'm gonna solve it,"
"jerry"," Yeah, don't investigate, don't pay me back, it was an"
"kramer","  I made a mistake."
"elaine","  These things happen"
"kramer","  I'm human"
"jerry"," In your way."
"elaine"," Answering machine."
"jerry","  Answering machine. Oh, I hate the idea"
"jerry"," It's a joke."
"jerry"," You ever find anything?"
"jerry"," Well, thanks anyway."
"elaine"," "
"jerry"," The crook has the machine. The messages aren't for him."
"george","  I walked in, your lobby"
"jerry"," Again."
"george"," I don't know how you put up with this."
"elaine"," Yeah, tell'm George."
"jerry","  You would still wanna move in here?"
"elaine"," Yes! You don't understand. I'm living with Ethel"
"jerry","  Is that uh, other apartment still"
"jerry"," I got ripped off for about the...18th time? And now,"
"elaine","  Oh, well, come on...this is an"
"george"," I didn't know there was a fireplace. A fireplace, this"
"jerry"," How do you get all that wood in here?"
"elaine"," They deliver it."
"jerry"," They deliver wood?"
"elaine"," Yeah."
"jerry"," Whatta ya tip a ""wood guy""?"
"george"," [looking intensively at the form with the apartment"
"elaine"," Look! Look at...look at this! There's a garden."
"george"," A garden! I can't believe there's a garden!"
"jerry"," Would I have to get a gardener?"
"elaine"," Yeah, you can get a gardener."
"jerry"," You tip him?"
"elaine"," You can."
"george","  You don't tip a gardener!"
"elaine"," You can tip a gardener."
"george"," You don't need a gardener."
"elaine"," Jerry, you can barbecue back here ."
"jerry"," They deliver the coal?"
"elaine"," Sure, it's...probably the same guy, who delivers the"
"jerry"," Oh, than I gotta tip him."
"elaine"," Oh damn, this place is incredible, look at all this"
"jerry"," I don't have any plants."
"george"," I have plants."
"elaine"," Jerry, look at this closet! Look at this! I'm walking"
"jerry"," ...I like"
"george"," It's your decision."
"jerry"," [walks around with Elaine walking next to him, copying"
"elaine","  Your movin'? That means I'm"
"george"," Congratulations. [obviously not so thrilled by the"
"elaine"," What about the couch?"
"jerry"," You like the couch? I'll tell ya what I'm gonna do."
"elaine"," What?"
"jerry"," You're movin' in, you're a good friend, I wanna start"
"elaine"," A $150 dollars? A $150 dollars for what? For this"
"jerry"," Yeah!"
"elaine"," For this couch?!"
"jerry","  OK, you tell me, what is it worth?"
"elaine"," OK, uuhh...I'll tell you what...I could go as high as"
"jerry"," [has a ""you-can't-be-serious-look"" on his face; 
              the"
"george","  Yeah, it's George."
"jerry"," Come on up. "
"elaine"," OK ok ok ok, you win $40 dollars."
"jerry"," You wanna get the other end, 'cause I wanna get it in"
"elaine"," $50 dollars, OK? $50 dollars, is that all right?"
"jerry"," $50 dollars?"
"elaine"," Uh-huh."
"jerry"," Thank you very much."
"elaine"," Thank you very much."
"george","  Hey, what's goin' on?"
"elaine"," I just bought Jerry's couch for $50 dollars."
"jerry","  So did you bring the lease? [George takes"
"george"," Oh, Jerry Jerry Jerry Jerry Jerry ,"
"jerry"," Why?"
"george"," If you're having second thoughts, if you didn't want"
"jerry"," You could take it? You want it?"
"george"," No, I don't want it. I want it, if you don't want it."
"jerry"," So you do want it."
"george"," No I, I want it if you don't want it!"
"jerry"," You just said, you wanted it!"
"george"," No, I'm saying, if a situation arose in which you"
"jerry","  So take it."
"george"," [refuses to take the lease from Jerry; Elaine looks"
"jerry"," How can I take it?"
"george"," It's your apartment!"
"jerry"," How can I want it now, if you want it?"
"elaine"," Excuse me, uuhh, I don't mean to cause any trouble"
"george"," Yes, but I am not taking it."
"jerry"," I...am not taking it. "
"elaine"," Well, one of you better damn well take it!"
"jerry"," Well, whatta you wanna do here?"
"george"," I, I don't know. [makes a gesture, that he doesn't"
"jerry"," Do you wanna flip a coin?"
"george"," ...Who flips?...You'll flip, I'll call."
"jerry"," OK, fine... This is the"
"george"," I'm good."
"elaine"," I don't know, who to rune for, George's place has"
"jerry"," All right, now you call it in the air."
"george"," No catchin'."
"jerry"," No no."
"george"," Flip it.  Heads! [the coin hits"
"jerry"," Tails!"
"george"," No, it hit the table, it hit the table."
"jerry"," So what?"
"george"," INTERFERENCE! YOU CAN'T COUNT THAT. COME ON, ARE YOU"
"jerry"," You didn't call no interference!"
"george"," YOU DON'T HAVE TO CALL THAT. THAT'S A RULE!!"
"jerry"," I don't believe this."
"george"," Oh oh oh, all right, fine, Jerry, you win. Take it,"
"jerry"," I don't wanna win it like this! Elaine, what do ya"
"elaine"," I'd better not..."
"jerry"," ...Well, I'll tell ya what I'll choose you for it."
"george"," OK ...OK. I'll choose"
"jerry"," Odds"
"george"," I want evens."
"jerry"," Good."
"george"," You got odds."
"george"," Right, ready."
"jerry"," For the apartment. "
"jerry"," Mine!"
"jerry"," Mine! "
"george"," Mine!"
"george"," "
"jerry"," Thanks. "
"george","  WHAT DID I PUT UP TO? WHAT DID"
"kramer","  Jerry, 
              I think"
"jerry"," Yeah."
"kramer"," The last couple a days he's been acting very strange;"
"jerry"," Hard to imagine. "
"kramer"," Yeah! And get this I just got of the elevator with"
"jerry"," Right."
"kramer"," Ya know, very casually, so that he was gonna take me"
"elaine"," So what did he say?"
"kramer"," ""What stuff?""."
"jerry"," Ooh, case closed! "
"kramer"," No, you don't understand, you see, he swallowed...see,"
"jerry"," OK, starting ...NOW!"
"kramer"," Yeah! "
"jerry"," One of the problems in life is that when you're a kid,"
"george","  I love the mirror in that"
"jerry","  It's a good mirror...[both look at"
"george"," I don't know, I can't eat, ya, ya can't have anything"
"jerry"," Oh, right, forget it, forget it, I'm not taking the"
"george"," What?!"
"jerry"," How can I live there?"
"george"," Why not?!"
"jerry"," Look at you, you're still thinking about it, I'll never"
"george"," Oh, get out a here."
"jerry"," How can I ever have you over? You'll sit there moping."
"george"," Mope?"
"jerry"," You're already moping!...Would you take the place?"
"george"," No, impossible! It's your apartment."
"jerry"," You found the place."
"george"," You won the choose."
"jerry"," All right, forget it, it's over, I'm not moving."
"george"," Well, me neither."
"jerry"," Definitely?"
"george"," Definitely."
"jerry"," Oh, than just get rid of it. You won't have any"
"george"," No, it's not a problem, I can get rid of the apartment"
"george"," Oh, it's a great place, it's uh ""two-bedroom"" 
              uh, west"
"george"," I don't know, what we're doin' here, this is"
"jerry"," She wanted to thank us for the apartment. [very"
"elaine"," I can't believe I lost the deposit on that u-hall. [I"
"jerry"," If only the coin hadn't hit the table."
"george"," The table is interference, you know it!"
"jerry"," It is not!"
"george"," It is too!"
"elaine"," My roommate starts rehearsal tonight on Carrousel."
"george"," Hi, Carol."
"george"," We're really glad for ya. "
"elaine"," Couldn't be happier. "
"jerry"," It's wonderful. "
"george"," We're aware of the proximity to the park, yes."
"george"," Nice meeting you. [shakes Carol's hand; they sit down"
"jerry"," How late are the stores open? I'm thinking of maybe uh,"
"jerry"," Went out to dinner the other night. Check came at the end 
              of the meal, as it always does. Never liked the check at the end 
              of the meal system, because"
"george"," I never heard him say anything really funny."
"jerry"," But it's common sense. He's got super strength, super speed.. 
              I'm sure he's got super humor."
"george"," You would think that, but either you're born with a sense 
              of humor, or you're not. It's not going to change even if you go 
              from the red sun of Krypton all"
"jerry"," Why? Why would that one area of his mind not be affected 
              by the yellow sun of Earth?"
"george"," I don't know but he ain't funny."
"elaine"," I know, I know. I'm sorry I'm late."
"jerry"," No problem."
"elaine"," I dropped a grape."
"george"," Pardon?"
"elaine"," I dropped a grape in the kitchen and it disappeared. I 
              couldn't find it. I was... I was literally on my knees for ten minutes 
              looking for this stupid grape. I"
"jerry"," Were you crying? I mean, it's just a grape. You'll find 
              it."
"elaine"," No, I'm just getting over an allergy attack. This guy I'm 
              going out with - "
"jerry"," Robert."
"elaine"," Robert. Yes.. thank you. He has two cats and I'm allergic 
              to them. You know, I finally meet a normal man, and I can't even 
              go into his apartment, you"
