"X","X.1"
"SpongeBob","  Squidward!"
"Patrick","  Squidward!"
"SpongeBob","  Squidward!"
"Patrick","  Hey, Squidward!"
"SpongeBob","  Squidward!"
"Patrick","  Hey, Squidward!"
"SpongeBob","  Squidward!"
"Patrick","  Squidward!"
"SpongeBob","  Squidward!"
"Patrick","  Hey, Squidward!"
"Squidward"," Sorry, boys, I'm all out of pop. I'm gonna go get some more.  Why don't you just stay here and chat?  I should just walk away right now.  What a surprise... I invited them in, and I left them alone. Well, Squidward, what have we learned today? "
"SpongeBob"," Guess what, Squidward? "
"Patrick"," Me and SpongeBob are friends again!"
"Squidward"," Great, now go be friends somewhere else."
"SpongeBob"," Don't you want us to help you clean this up a little?"
"Squidward"," No! Out! "
"SpongeBob"," Psst, I think he's jealous."
"Patrick"," How pathetic. "
"Squidward"," Ohhhhh, my back."
"SpongeBob","  This is it, Gary!"
"Squidward"," What?"
"SpongeBob"," I'm ready, Squidward! "
"Squidward"," Ready to move?"
"SpongeBob"," No, I'm ready to pass my boating test.  I'm ready, I'm ready, I'm ready...  I'm ready-eady-eady-eady-eady-eady-eady-eady-ready. Well, pal, I won't be needing you anymore.  I'm ready, I'm ready, I'm ready! Oh, yeah! I'm ready!"
"SpongeBob","  Hey, I'm getting mine next!"
"SpongeBob"," Okay, see you on the road. I'm ready! Here I come, Mrs. Puff! I'm ready, I'm ready, I'm ready, I'm ready, I'm ready, I'm ready, I'm ready. "
"SpongeBob"," Hi, Mrs. Puff! Today is the day I'm going to pass my boating exam!"
"SpongeBob"," First I must pass the oral exam. I am confident in my abilities to successfully succeed."
"SpongeBob"," The bow. "
"SpongeBob"," Stern. "
"SpongeBob"," Starboard.  Port. Skipper. Deck. Cabin. Galley. Keel. 1924. "
"SpongeBob"," Oh, in this boat right here?  Is it time already?"
"SpongeBob"," Oh yeah, absolutely. "
"SpongeBob"," 1924?"
"SpongeBob"," The boat?"
"SpongeBob"," Floor it?"
"SpongeBob"," Floor it?"
"SpongeBob"," Okay, floor it."
"SpongeBob","  I don't know why, Gary. I don't know. I'm tired of failing that boating test. I've already taken it thirty-seven times."
"SpongeBob"," Okay, thirty-eight. "
"SpongeBob"," No, Gary, I'm not walking."
"Patrick","  SpongeBob, this is star ranger, over."
"SpongeBob","  What is it, Patrick?"
"Patrick","  I got a surprise for you."
"SpongeBob","  Oh, Patrick, I'm not in the mood."
"Patrick","  Get out of bed. "
"SpongeBob","  Okay, now what, Patrick?"
"Patrick","  Go to your closet for a surprise. "
"SpongeBob","  Okay, I'm at the closet."
"Patrick","  Listen carefully. What's pink and square at the same time?"
"SpongeBob","  I don't know, Patrick. "
"Patrick"," Patrick SquarePants!"
"SpongeBob"," Pat, don't do that.  I've got too much to worry about."
"Patrick"," What's the problem?"
"SpongeBob"," I can't pass my boating exam. I've taken it thirty-seven..."
"SpongeBob"," ...uhh, thirty-eight times. I know all the answers...  ...until I get behind the wheel. I just need something to help me think straight."
"Patrick"," Thinking straight is what I do. You drive and I'll do all the thinking for you. "
"SpongeBob"," How are we going to do that? "
"Patrick"," Come in, SpongeBob. Hello? Hello?"
"SpongeBob"," Hey! I can hear you in my head! This is great! While I'm taking the test, you can give me all the answers.  Wait a minute, Patrick. Won't I look silly with this antenna coming out of my head? "
"Patrick","  Pat to Sponge, Pat to Sponge, testing, testing.  Testing, testing, testing, testing, testing, testing! Testing!  Testing!  Test. Do you read?!"
"SpongeBob"," Sponge to Pat, I read you loud and clear, over."
"Patrick","  Got your apple ready?  Lucky undergarments? Hold on. Hold on.  Bingo! Underwear, apple, and me. You're ready to get that license. Uh-oh, here comes Mrs. Puff! Act natural. "
"SpongeBob"," Moo."
"Patrick","  No, no, get in the boat!  Give her the apple. "
"SpongeBob"," Here you go, ma'am. "
"SpongeBob"," Uhh..."
"Patrick","  Start the boat. "
"SpongeBob"," Mrs. Puff. Mrs. Puff!"
"SpongeBob"," It's okay, it's only the boat."
"SpongeBob"," I... I think so."
"SpongeBob"," 1924?"
"Patrick","  No, no, put it in drive."
"SpongeBob"," Put it in drive?"
"SpongeBob","  Floor it?"
"Patrick","  Freeze, mister!  Big toe. "
"Patrick","  Okay, you're coming to your first turn. "
"Patrick","  Left! "
"Patrick","  Right! "
"Patrick"," Cheating! "
"SpongeBob"," I'm cheating?! Mrs Puff!"
"SpongeBob"," I think I'm cheating."
"SpongeBob"," I think I am cheating!"
"SpongeBob"," I do have an antenna under my hat!  There is a guy giving me all the answers! It's all true!  I'm cheating! I'm cheating! I'm cheating!"
"Patrick"," What?! "
"SpongeBob"," I'm sorry, Mrs. Puff! I'm sorry!"
"SpongeBob"," Cheating... I'm a cheater! Cheater..."
"SpongeBob"," No... I'm cheating...!"
"SpongeBob"," Cheating!"
"SpongeBob"," I'm a cheater, cheater, pumpkin eater!"
"SpongeBob"," No...!"
"SpongeBob"," Cheater...! "
"SpongeBob"," Mrs. Puff, I think I cheated."
"SpongeBob"," Uhh, I'm sorry for letting you down again, Mrs. Puff."
"SpongeBob"," Don't worry, Mrs. Puff. I'll try harder next semester.  It'll be great!  Only now I don't even have my bike."
"SpongeBob"," Gary! My bike! You found it! This sponge is still mobile!  Alright, let's go surprise someone at the hospital!"
"Squidward","  Hurry up with those chairs, SpongeBob. It's after closing and I'd like to go home."
"SpongeBob"," I got it, I got it! Coming. "
"Squidward"," Hello? Sorry, sir, we're close... "
"Mr. Krabs"," Ahoy, there, Krusty Krab. How could I help you?  Pizza?  Um... Of course we have pizza."
"Squidward"," Uhh, Mr. Krabs..."
"Mr. Krabs"," Our delivery Squid will bring it right over. "
"Squidward"," Mr. Krabs, we don't serve pizza.  We don't deliver."
"Mr. Krabs"," We don't deliver,  but you do."
"Squidward"," Can't you just get SpongeBob to do it?"
"Mr. Krabs"," Great idea! Take him with you. "
"Squidward"," That's not what I had in mind!"
"SpongeBob"," Front end... check. Antenna...  check. Bumper... check. Bumper sticker...  ...check.  Tire pressure!  ...check. Vehicle inspection complete! We're really making history here Squidward. That lucky customer is going to get the first Krabby Patty Pizza ever."
"Squidward"," Good, then you drive."
"SpongeBob"," I can't. I'm still in Boating School."
"Squidward"," Come on, SpongeBob. It's just around the corner."
"SpongeBob"," Well, yeah, but..."
"Squidward"," Just do what you do in school."
"SpongeBob"," Well, okay. Wait, don't tell me."
"Squidward"," Back it up."
"SpongeBob"," What?"
"Squidward"," Back... it up."
"SpongeBob"," Right, back... it up. "
"Squidward"," Back it up!"
"SpongeBob"," Okay, okay."
"Squidward"," Shift into reverse, SpongeBob!"
"SpongeBob"," Reverse? Oh, yeah, reverse.  and 뒤로가 ]"
"Squidward"," Back it up!"
"SpongeBob","  Backing up! Backing up! "
"Squidward","  No! SpongeBob! You did it wrong! Gimme the wheel, SpongeBob. Give me the wheel! Give me it!"
"SpongeBob"," Backing up! Backing up! Ba-a-a-a-a-a-a-a-a-a-a-a-ack-i-i-i-i-i-ng up!  Backing up. Backing up. Backing up.  Backing up."
"Squidward"," Well... you backed up. And you know what? I think were out of gas. And you know what else?  We're in the middle of nowhere!"
"SpongeBob"," And you know what else else? I think the pizza's getting cold."
"Squidward"," And the pizza's cold? Oh, the pizza's cold. Not the pizza! Oh, how could it get any worse?! "
"SpongeBob"," Well, we can still deliver it on foot. "
"Squidward"," Ow, ow, ow."
"SpongeBob","  The Krusty Krab pizza is the pizza for you and me. The Krusty Krab pizza is the pizza..."
"Squidward"," ...And my feet are killing me. Whoa.  SpongeBob? What are you doing?"
"SpongeBob","  Its an old pioneer trick. I saw it in a movie once."
"Squidward"," SpongeBob, this is no time for..."
"SpongeBob"," Shh, shh, shh. It's working."
"Squidward"," What is it?"
"SpongeBob","  Truck! 16 wheels. Now I can show you how the pioneers hitchhiked.  Whee... eee... "
"Squidward"," He's stopping! He's stopping! "
"SpongeBob","  The Krusty Krab pizza is the pizza for you and me. The Krusty Krab pizza  is the pizza free delivery. The Krusty Krab pizza is the pizza very ta-asty. "
"Squidward"," Will you let go of that stupid pizza, already?!"
"SpongeBob","  I can't, it's for the customer!"
"Squidward"," Well, who cares about the customer?!"
"SpongeBob"," I do!"
"Squidward"," Well, I don't!"
"SpongeBob","  Squidward! "
"Squidward"," Let go of that pizza!"
"SpongeBob"," No! "
"Squidward"," Ow.  SpongeBob, let go of that pizza!"
"SpongeBob"," No! It's for the customer!"
"Squidward"," SpongeBob! Let go of the pizza! "
"SpongeBob"," No!"
"Squidward"," SpongeBob!  Hang onto the pizza!  Hey! Hey!  Where's the road? Where's the road?  We're doomed! How are we gonna get home, which way do we go?  What are we gonna do now! There's no road here!"
"SpongeBob"," I think town's this way. "
"Squidward"," Oh, don't tell me, Jethro. The pioneers?"
"SpongeBob"," That's right.  Moss always points to civilization."
"Squidward"," That way? That way there?  So, let me get this straight... you think that we should go that way?"
"SpongeBob","  Yep."
"Squidward"," Well, then I'm going this way. "
"SpongeBob"," Huh? Squid, wait! I don't think..."
"Squidward"," Trust me, I know where I'm going. "
"SpongeBob","  The Krusty Krab pizza absolutivally.  pizza...  pizza...  Krusty Krab pizza is the pizza, yeah, for you and  me!  Krab Pizza... for you. Krus... the Krusshy and the... Krab and the... pizza inside. "
"Squidward"," Sponge, we gotta eat something."
"SpongeBob"," I heard in times of hardship, the pioneers would eat coral.  No, maybe it wasn't coral.  Maybe it was sand, no, no, mud."
"Squidward"," Give me the pizza!"
"SpongeBob"," Wait, I remember now. It was coral!"
"Squidward"," Give it to me!"
"SpongeBob"," No, we promised it's for the customer."
"Squidward","  You're right. It's for the customer."
"SpongeBob"," Yeah!"
"Squidward"," Maybe we better check on it, make sure it's okay."
"SpongeBob"," Well?"
"Squidward"," Just a peek. "
"SpongeBob","  Okay, it's fine."
"Squidward"," No, I think I saw something.  Oh, no. I was wrong. It looks okay. Sure is a fine looking pizza."
"SpongeBob"," Yeah."
"Squidward"," What's that? Is that the cheese?"
"SpongeBob"," Yeah!"
"Squidward"," And the pepperoni?"
"SpongeBob"," Yeah!"
"Squidward","  Oh, looks good, huh?"
"SpongeBob"," Wait a second, I know what you're trying to do, Squidward.  I'm not letting you eat the pizza!"
"Squidward"," Give me the pizza!"
"SpongeBob"," No!"
"Squidward"," Don't make me take it away from you, SpongeBob!"
"SpongeBob"," Get away!"
"Squidward","  Get back here, SpongeBob, give me the pizza!"
"SpongeBob"," No!"
"Squidward"," SpongeBob!"
"SpongeBob"," No!"
"Squidward"," SpongeBob!"
"SpongeBob"," No!"
"Squidward"," Wait! "
"SpongeBob"," No! No! "
"Squidward"," I want that pizza and you're gonna hand it over one way or another!"
"SpongeBob"," Look, we're saved!"
"Squidward"," Sure, we're saved. Now give me some pizza, That's final!"
"SpongeBob"," No, really Squid, we're saved! We're saved! We're saved! "
"Squidward"," Will you cut that out?!"
"SpongeBob","  Saved, saved, saved, saved! Saved, saved, saved, saved, saved, saved!  Saved, saved, saved, saved, saved, saved! Saved, saved, saved, saved, saved, saved! Saved, we are saved!"
"Squidward"," That's just a stupid boulder!"
"SpongeBob"," It's not just a boulder.  It's a rock.  A rock! A rock! Its a big beautiful, old rock.  Oh, the pioneers used to ride these babies for miles, and it's in great shape."
"Squidward"," SpongeBob, will you forget the stupid pioneers?! Have you ever noticed that there are none of them left? That's because they were lousy hitchhikers, ate coral and took directions from algae! And now, you're telling me they thought they could drive...  ...rocks? Hold on there, Jethro!"
"SpongeBob","  I can't wait to see the look on our customers face! "
"SpongeBob"," Congratulations, sir. Your Krabby Patty pizza is here!"
"SpongeBob","  What drink?"
"SpongeBob","  But, you didn't order any..."
"SpongeBob"," But... but... "
"Squidward"," Sponge? Sponge? It's okay. Sponge?  Sponge? "
"Squidward","  Well, this one's on the house! "
"SpongeBob","  Did he change his mind?"
"Squidward","  He sure did. Ate the whole thing in one bite."
"SpongeBob","  No drink?"
"Squidward"," Nah. Now take me home. "
"SpongeBob"," Are you kidding? We have just enough time to make it back to work. "
"Squidward"," Work?  Oh, my aching tentacles!"
"SpongeBob"," Hooray, Gary! We're finally huge!"
"SpongeBob"," Huh? Wait a minute! Oh no! "
"SpongeBob"," Shellphone! I know, I'll call Squidward. He'll know what to do!"
"Squidward","  Hello?"
"SpongeBob"," Squidward!"
"Squidward"," Is it time already for you to ruin my day?"
"SpongeBob","  Squidward! Help me! My house is shrinking and I woke up this morning and it was getting smaller and smaller...  Oh no!"
"Squidward"," Yep, it is. "
"Patrick","  Is it time already to ruin Squid's day?  Hey, SpongeBob, don't start without me!"
"SpongeBob"," Ohh... nematodes.  The only thing left of my house is this little pebble. "
"Squidward"," What's going on here?"
"SpongeBob"," I've got bad news, guys! Look at what happened to my house! It's gone! It's all gone. What am I going to do? Where am I going to live?"
"Squidward","  Yeah..."
"Patrick","  Hey, SpongeBob, your house is gone!"
"Squidward"," Well, what can I say?  It's been great knowing you, SpongeBob. Good luck, somewhere else.   I'm gonna miss you. Boo-hoo. Boo-hoo.  Boo-hoo! "
"Patrick"," Squid's taking it real hard. So what are you gonna do now?"
"SpongeBob"," I guess I'll have to move back with my mom and dad. "
"Patrick"," No, wait a minute, no you don't.  We can build you a new house!"
"SpongeBob"," We can't build a house!"
"Patrick"," Well, sure, it's easy! I built my house all by myself! "
"SpongeBob"," Alright, Patrick, lets get to work! "
"Patrick","  Ow! Ow! Ow! "
"Patrick","  We're done!"
"SpongeBob"," Yeah! So what do you think?"
"Patrick","  I wish I lived there."
"SpongeBob"," Really?"
"Patrick"," No. "
"SpongeBob"," One bedroom. "
"Patrick"," Tartar sauce."
"SpongeBob","  Well, looks like we've got to move back with Mom and Pop."
"Patrick"," Well, you can't move back in with your parents! When my parents kicked me out of the house, I never went back. Wait! You and Gary can come stay with me!"
"SpongeBob"," That'd be great!"
"Patrick"," Yeah! We'll be rockmates!  Good night, SpongeBob."
